ETF类型,合约月份,行权价,贴水价值,年化贴水率,剩余天数,记录日期
300ETF,2507,3.9,0.0017,0.0053,30,2025-06-23
科创50ETF,2512,1.25,-0.0213,-0.0418,184,2025-06-23
300ETF,2512,3.618,-0.0172,-0.0088,184,2025-06-23
300ETF,2512,4.009,-0.0116,-0.0059,184,2025-06-23
300ETF,2509,3.8,-0.0046,-0.0046,93,2025-06-23
500ETF,2506,6.394,0.0103,0.3291,2,2025-06-23
300ETF,2512,4.0,-0.0118,-0.006,184,2025-06-23
500ETF,2506,6.886,0.0118,0.377,2,2025-06-23
科创50ETF,2509,0.95,-0.0162,-0.0628,93,2025-06-23
300ETF,2509,3.912,-0.0054,-0.0054,93,2025-06-23
300ETF,2506,4.498,0.0066,0.3096,2,2025-06-23
科创50ETF,2509,1.4,-0.0154,-0.0597,93,2025-06-23
500ETF,2506,5.5,0.0015,0.0479,2,2025-06-23
500ETF,2512,5.75,-0.2032,-0.0706,184,2025-06-23
科创50ETF,2507,1.2,-0.003,-0.0361,30,2025-06-23
300ETF,2509,3.227,-0.0044,-0.0044,93,2025-06-23
500ETF,2506,4.7,0.0106,0.3387,2,2025-06-23
科创50ETF,2509,0.9,-0.0175,-0.0679,93,2025-06-23
50ETF,2512,2.5,0.0209,0.015,184,2025-06-23
50ETF,2506,2.55,0.0033,0.218,2,2025-06-23
300ETF,2507,3.618,0.0027,0.0084,30,2025-06-23
500ETF,2509,7.0,-0.0907,-0.0623,93,2025-06-23
300ETF,2507,3.5,0.003,0.0094,30,2025-06-23
科创50ETF,2507,0.9,-0.005,-0.0601,30,2025-06-23
科创板50ETF,2512,1.2,-0.0192,-0.0386,184,2025-06-23
科创50ETF,2509,1.2,-0.0148,-0.0574,93,2025-06-23
50ETF,2509,2.9,0.0126,0.0179,93,2025-06-23
科创50ETF,2509,0.75,-0.0177,-0.0686,93,2025-06-23
300ETF,2512,3.7,-0.0163,-0.0083,184,2025-06-23
50ETF,2506,2.499,0.0031,0.2048,2,2025-06-23
科创板50ETF,2506,1.3,0.001,0.1851,2,2025-06-23
300ETF,2507,4.2,0.0049,0.0153,30,2025-06-23
500ETF,2506,5.75,0.0016,0.0511,2,2025-06-23
300ETF,2507,4.303,0.0018,0.0056,30,2025-06-23
科创50ETF,2507,1.15,-0.0045,-0.0541,30,2025-06-23
科创板50ETF,2507,1.1,-0.006,-0.074,30,2025-06-23
500ETF,2509,7.25,-0.0901,-0.0619,93,2025-06-23
50ETF,2506,2.793,0.001,0.0661,2,2025-06-23
500ETF,2506,7.25,0.0132,0.4217,2,2025-06-23
500ETF,2506,5.657,0.0017,0.0543,2,2025-06-23
50ETF,2506,2.7,0.0004,0.0264,2,2025-06-23
50ETF,2506,2.4,0.0033,0.218,2,2025-06-23
科创50ETF,2507,1.0,-0.005,-0.0601,30,2025-06-23
科创板50ETF,2512,0.9,-0.0277,-0.0557,184,2025-06-23
科创板50ETF,2512,1.25,-0.0181,-0.0364,184,2025-06-23
300ETF,2506,4.303,0.0065,0.3049,2,2025-06-23
500ETF,2507,5.0,-0.03,-0.0639,30,2025-06-23
500ETF,2509,6.25,-0.1095,-0.0752,93,2025-06-23
科创50ETF,2506,1.1,-0.001,-0.1803,2,2025-06-23
300ETF,2507,3.814,0.0017,0.0053,30,2025-06-23
500ETF,2509,5.5,-0.1184,-0.0814,93,2025-06-23
科创板50ETF,2509,1.25,-0.0141,-0.0561,93,2025-06-23
50ETF,2507,2.85,0.0063,0.0278,30,2025-06-23
300ETF,2512,3.912,-0.0138,-0.007,184,2025-06-23
300ETF,2506,4.401,0.0061,0.2861,2,2025-06-23
科创50ETF,2512,1.0,-0.0272,-0.0533,184,2025-06-23
50ETF,2506,2.45,0.0033,0.218,2,2025-06-23
500ETF,2506,4.919,0.0097,0.3099,2,2025-06-23
50ETF,2509,3.0,0.0132,0.0188,93,2025-06-23
300ETF,2507,3.912,0.0019,0.0059,30,2025-06-23
50ETF,2512,2.65,0.0241,0.0173,184,2025-06-23
300ETF,2506,4.009,0.0012,0.0563,2,2025-06-23
科创50ETF,2512,1.2,-0.0234,-0.0459,184,2025-06-23
300ETF,2512,3.716,-0.0156,-0.008,184,2025-06-23
科创50ETF,2506,1.3,0.0003,0.0541,2,2025-06-23
50ETF,2506,2.842,0.0006,0.0396,2,2025-06-23
50ETF,2507,2.65,0.005,0.022,30,2025-06-23
50ETF,2506,2.5,0.003,0.1982,2,2025-06-23
科创板50ETF,2507,1.25,-0.0018,-0.0222,30,2025-06-23
300ETF,2512,3.423,-0.0179,-0.0091,184,2025-06-23
50ETF,2509,2.6,0.0104,0.0148,93,2025-06-23
50ETF,2506,3.234,0.0039,0.2577,2,2025-06-23
50ETF,2507,2.6,0.0045,0.0198,30,2025-06-23
300ETF,2509,3.716,-0.0042,-0.0042,93,2025-06-23
500ETF,2506,4.8,0.0101,0.3227,2,2025-06-23
300ETF,2507,3.423,0.0037,0.0116,30,2025-06-23
科创板50ETF,2506,1.25,0.0016,0.2961,2,2025-06-23
科创50ETF,2507,0.8,-0.0039,-0.0469,30,2025-06-23
300ETF,2509,3.814,-0.0053,-0.0053,93,2025-06-23
50ETF,2509,2.65,0.01,0.0142,93,2025-06-23
科创板50ETF,2506,1.35,0.0012,0.2221,2,2025-06-23
50ETF,2509,2.55,0.0098,0.0139,93,2025-06-23
科创板50ETF,2509,1.2,-0.0142,-0.0565,93,2025-06-23
科创板50ETF,2506,1.0,-0.0008,-0.1481,2,2025-06-23
300ETF,2506,4.2,0.0048,0.2251,2,2025-06-23
500ETF,2506,6.5,0.0107,0.3419,2,2025-06-23
科创50ETF,2509,0.8,-0.0165,-0.064,93,2025-06-23
300ETF,2512,3.8,-0.015,-0.0076,184,2025-06-23
50ETF,2506,3.136,0.0037,0.2445,2,2025-06-23
500ETF,2512,5.5,-0.2175,-0.0755,184,2025-06-23
300ETF,2507,3.52,0.003,0.0094,30,2025-06-23
500ETF,2506,5.411,0.0074,0.2364,2,2025-06-23
科创板50ETF,2506,1.05,0.0003,0.0555,2,2025-06-23
50ETF,2506,2.548,0.0019,0.1255,2,2025-06-23
科创50ETF,2509,0.8,-0.0149,-0.0563,96,2025-06-20
300ETF,2506,4.303,0.0032,0.0602,5,2025-06-20
科创板50ETF,2506,1.3,0.0014,0.1041,5,2025-06-20
300ETF,2506,4.205,0.0029,0.0546,5,2025-06-20
科创板50ETF,2509,0.9,-0.016,-0.0619,96,2025-06-20
500ETF,2512,5.0,-0.2111,-0.0726,187,2025-06-20
科创板50ETF,2507,1.1,-0.0066,-0.0743,33,2025-06-20
科创50ETF,2506,1.1,0.0002,0.0145,5,2025-06-20
科创50ETF,2509,1.15,-0.0139,-0.0525,96,2025-06-20
300ETF,2506,3.8,0.0009,0.0169,5,2025-06-20
50ETF,2512,2.9,0.0217,0.0154,187,2025-06-20
科创50ETF,2506,1.35,0.0013,0.0943,5,2025-06-20
300ETF,2506,3.716,0.0002,0.0038,5,2025-06-20
科创50ETF,2506,0.8,0.001,0.0726,5,2025-06-20
科创板50ETF,2512,1.0,-0.0221,-0.0439,187,2025-06-20
科创板50ETF,2507,0.95,-0.006,-0.0676,33,2025-06-20
50ETF,2506,2.597,0.0006,0.0159,5,2025-06-20
300ETF,2507,3.9,-0.0032,-0.0091,33,2025-06-20
500ETF,2506,6.64,0.0121,0.1555,5,2025-06-20
科创50ETF,2506,0.9,-0.0006,-0.0435,5,2025-06-20
50ETF,2507,2.55,0.0029,0.0117,33,2025-06-20
300ETF,2507,4.107,-0.0016,-0.0046,33,2025-06-20
300ETF,2512,3.9,-0.0227,-0.0114,187,2025-06-20
300ETF,2506,3.912,0.001,0.0188,5,2025-06-20
50ETF,2509,2.9,0.0075,0.0104,96,2025-06-20
300ETF,2506,4.107,0.0019,0.0358,5,2025-06-20
500ETF,2506,4.722,0.0107,0.1375,5,2025-06-20
科创50ETF,2506,0.75,0.0006,0.0435,5,2025-06-20
科创50ETF,2507,0.9,-0.0047,-0.0517,33,2025-06-20
500ETF,2506,6.0,0.0047,0.0604,5,2025-06-20
科创板50ETF,2506,0.9,0.0008,0.0595,5,2025-06-20
300ETF,2506,3.618,0.0022,0.0414,5,2025-06-20
科创板50ETF,2506,1.0,-0.0012,-0.0892,5,2025-06-20
科创50ETF,2512,1.3,-0.0188,-0.0365,187,2025-06-20
50ETF,2512,2.85,0.0202,0.0143,187,2025-06-20
300ETF,2506,4.0,0.0029,0.0546,5,2025-06-20
300ETF,2509,3.5,-0.0149,-0.0146,96,2025-06-20
50ETF,2512,2.7,0.0174,0.0124,187,2025-06-20
科创板50ETF,2506,1.2,0.0015,0.1115,5,2025-06-20
500ETF,2509,6.0,-0.1072,-0.0718,96,2025-06-20
科创板50ETF,2506,1.05,0.0005,0.0372,5,2025-06-20
50ETF,2506,2.646,0.0009,0.0239,5,2025-06-20
科创50ETF,2509,1.25,-0.0128,-0.0484,96,2025-06-20
50ETF,2512,2.65,0.0166,0.0118,187,2025-06-20
科创50ETF,2509,1.4,-0.013,-0.0491,96,2025-06-20
科创50ETF,2507,1.2,-0.0016,-0.0176,33,2025-06-20
科创板50ETF,2506,0.75,0.0009,0.0669,5,2025-06-20
500ETF,2506,7.378,0.0147,0.189,5,2025-06-20
50ETF,2509,2.55,0.0042,0.0058,96,2025-06-20
500ETF,2506,6.25,0.01,0.1285,5,2025-06-20
50ETF,2509,2.6,0.006,0.0083,96,2025-06-20
科创50ETF,2512,1.15,-0.0257,-0.0499,187,2025-06-20
500ETF,2506,4.82,0.0109,0.1401,5,2025-06-20
500ETF,2506,5.165,0.0091,0.117,5,2025-06-20
500ETF,2506,5.25,0.003,0.0386,5,2025-06-20
科创50ETF,2506,1.25,0.001,0.0726,5,2025-06-20
500ETF,2507,5.0,-0.0278,-0.0541,33,2025-06-20
500ETF,2507,6.75,-0.0213,-0.0415,33,2025-06-20
科创板50ETF,2509,1.2,-0.0138,-0.0534,96,2025-06-20
科创板50ETF,2512,1.05,-0.0201,-0.04,187,2025-06-20
500ETF,2506,5.657,0.0013,0.0167,5,2025-06-20
50ETF,2506,2.95,0.0009,0.0239,5,2025-06-20
300ETF,2509,4.3,-0.0083,-0.0081,96,2025-06-20
500ETF,2509,5.5,-0.117,-0.0783,96,2025-06-20
50ETF,2509,3.0,0.0106,0.0147,96,2025-06-20
科创50ETF,2512,1.1,-0.0222,-0.0431,187,2025-06-20
科创板50ETF,2509,0.95,-0.0158,-0.0612,96,2025-06-20
300ETF,2506,3.325,0.0027,0.0508,5,2025-06-20
50ETF,2506,2.94,0.0012,0.0319,5,2025-06-20
300ETF,2512,4.303,-0.0142,-0.0071,187,2025-06-20
50ETF,2506,2.695,-0.0008,-0.0212,5,2025-06-20
50ETF,2509,2.75,0.0044,0.0061,96,2025-06-20
科创50ETF,2506,0.85,-0.0001,-0.0073,5,2025-06-20
500ETF,2509,6.25,-0.1085,-0.0726,96,2025-06-20
科创50ETF,2506,1.15,-0.0004,-0.029,5,2025-06-20
300ETF,2507,4.3,0.0009,0.0026,33,2025-06-20
科创50ETF,2509,1.35,-0.013,-0.0491,96,2025-06-20
科创板50ETF,2512,1.1,-0.0197,-0.0392,187,2025-06-20
300ETF,2506,4.009,0.001,0.0188,5,2025-06-20
500ETF,2512,6.25,-0.1953,-0.0671,187,2025-06-20
300ETF,2506,4.3,0.0035,0.0659,5,2025-06-20
500ETF,2506,7.25,0.0145,0.1864,5,2025-06-20
50ETF,2507,2.7,0.0025,0.0101,33,2025-06-20
科创板50ETF,2509,1.15,-0.0146,-0.0565,96,2025-06-20
科创50ETF,2509,1.05,-0.0142,-0.0537,96,2025-06-20
科创板50ETF,2506,0.95,-0.0011,-0.0818,5,2025-06-20
300ETF,2507,4.1,-0.0013,-0.0037,33,2025-06-20
科创板50ETF,2512,0.9,-0.0248,-0.0493,187,2025-06-20
300ETF,2509,4.303,-0.0103,-0.0101,96,2025-06-20
50ETF,2512,2.6,0.0205,0.0146,187,2025-06-20
科创50ETF,2509,1.0,-0.014,-0.0529,96,2025-06-20
500ETF,2509,4.9,-0.1111,-0.0744,96,2025-06-20
科创板50ETF,2509,1.05,-0.0153,-0.0592,96,2025-06-20
50ETF,2509,2.85,0.0062,0.0086,96,2025-06-20
300ETF,2506,4.1,0.0019,0.0358,5,2025-06-20
500ETF,2506,7.132,0.014,0.18,5,2025-06-20
500ETF,2506,5.0,0.0097,0.1247,5,2025-06-20
300ETF,2512,4.2,-0.0176,-0.0089,187,2025-06-20
科创板50ETF,2507,1.0,-0.0043,-0.0484,33,2025-06-20
300ETF,2506,3.7,0.0017,0.032,5,2025-06-20
300ETF,2512,3.52,-0.0271,-0.0136,187,2025-06-20
50ETF,2512,2.8,0.0218,0.0155,187,2025-06-20
500ETF,2512,6.75,-0.186,-0.0639,187,2025-06-20
500ETF,2509,6.75,-0.0968,-0.0648,96,2025-06-20
300ETF,2506,3.6,0.0018,0.0339,5,2025-06-20
科创板50ETF,2512,0.95,-0.0234,-0.0465,187,2025-06-20
300ETF,2509,4.401,-0.0044,-0.0043,96,2025-06-20
50ETF,2506,2.45,0.001,0.0266,5,2025-06-20
300ETF,2512,4.107,-0.0194,-0.0098,187,2025-06-20
科创板50ETF,2509,1.3,-0.0132,-0.0511,96,2025-06-20
300ETF,2512,3.618,-0.0259,-0.013,187,2025-06-20
500ETF,2507,6.25,-0.0259,-0.0504,33,2025-06-20
500ETF,2507,5.25,-0.0287,-0.0559,33,2025-06-20
科创板50ETF,2506,0.8,0.001,0.0743,5,2025-06-20
50ETF,2512,3.0,0.0212,0.0151,187,2025-06-20
500ETF,2506,6.5,0.0117,0.1504,5,2025-06-20
500ETF,2506,6.394,0.0114,0.1465,5,2025-06-20
300ETF,2512,4.1,-0.02,-0.0101,187,2025-06-20
500ETF,2512,6.5,-0.191,-0.0656,187,2025-06-20
300ETF,2507,4.2,0.0004,0.0011,33,2025-06-20
科创50ETF,2509,1.2,-0.013,-0.0491,96,2025-06-20
50ETF,2506,2.4,0.0009,0.0239,5,2025-06-20
300ETF,2507,3.423,-0.0015,-0.0043,33,2025-06-20
300ETF,2509,3.227,-0.014,-0.0137,96,2025-06-20
50ETF,2507,2.85,0.0042,0.0169,33,2025-06-20
500ETF,2509,4.8,-0.1177,-0.0788,96,2025-06-20
300ETF,2509,4.0,-0.0122,-0.012,96,2025-06-20
300ETF,2512,4.0,-0.0244,-0.0123,187,2025-06-20
科创50ETF,2512,1.25,-0.0188,-0.0365,187,2025-06-20
300ETF,2509,3.52,-0.015,-0.0147,96,2025-06-20
科创50ETF,2506,1.0,-0.0007,-0.0508,5,2025-06-20
科创板50ETF,2512,1.2,-0.0173,-0.0344,187,2025-06-20
科创50ETF,2506,1.2,0.0013,0.0943,5,2025-06-20
300ETF,2507,3.618,-0.0024,-0.0068,33,2025-06-20
300ETF,2506,4.401,0.0035,0.0659,5,2025-06-20
300ETF,2507,4.0,-0.0019,-0.0054,33,2025-06-20
科创板50ETF,2507,0.9,-0.0034,-0.0383,33,2025-06-20
300ETF,2507,3.716,-0.002,-0.0057,33,2025-06-20
500ETF,2512,4.9,-0.2238,-0.0769,187,2025-06-20
500ETF,2507,5.75,-0.0338,-0.0658,33,2025-06-20
科创50ETF,2507,0.95,-0.0038,-0.0418,33,2025-06-20
科创板50ETF,2506,1.25,0.0018,0.1338,5,2025-06-20
300ETF,2512,4.205,-0.018,-0.0091,187,2025-06-20
500ETF,2507,4.9,-0.0285,-0.0555,33,2025-06-20
300ETF,2506,3.5,0.0027,0.0508,5,2025-06-20
科创板50ETF,2507,1.25,-0.0024,-0.027,33,2025-06-20
50ETF,2506,2.5,0.001,0.0266,5,2025-06-20
50ETF,2512,2.5,0.014,0.0099,187,2025-06-20
50ETF,2507,2.9,0.0038,0.0153,33,2025-06-20
50ETF,2506,2.75,-0.0008,-0.0212,5,2025-06-20
科创板50ETF,2506,1.15,0.0017,0.1264,5,2025-06-20
500ETF,2506,7.0,0.0137,0.1761,5,2025-06-20
科创50ETF,2509,0.95,-0.0145,-0.0548,96,2025-06-20
科创50ETF,2507,1.1,-0.0033,-0.0363,33,2025-06-20
科创板50ETF,2507,0.8,-0.003,-0.0338,33,2025-06-20
500ETF,2509,7.25,-0.0917,-0.0614,96,2025-06-20
50ETF,2507,2.95,0.004,0.0161,33,2025-06-20
科创50ETF,2512,0.8,-0.0243,-0.0471,187,2025-06-20
50ETF,2509,2.4,0.005,0.0069,96,2025-06-20
50ETF,2506,2.85,0.0001,0.0027,5,2025-06-20
科创50ETF,2509,1.3,-0.0129,-0.0488,96,2025-06-20
300ETF,2507,4.205,0.0001,0.0003,33,2025-06-20
300ETF,2512,3.912,-0.0226,-0.0114,187,2025-06-20
500ETF,2512,4.8,-0.2192,-0.0753,187,2025-06-20
50ETF,2506,2.55,0.0006,0.0159,5,2025-06-20
科创50ETF,2507,1.05,-0.0025,-0.0275,33,2025-06-20
300ETF,2509,3.912,-0.0134,-0.0131,96,2025-06-20
300ETF,2512,4.009,-0.0211,-0.0106,187,2025-06-20
50ETF,2506,3.0,0.0015,0.0398,5,2025-06-20
300ETF,2512,3.423,-0.0286,-0.0144,187,2025-06-20
300ETF,2512,3.5,-0.0283,-0.0142,187,2025-06-20
300ETF,2509,3.9,-0.0136,-0.0133,96,2025-06-20
科创板50ETF,2509,1.25,-0.0137,-0.053,96,2025-06-20
300ETF,2509,3.814,-0.014,-0.0137,96,2025-06-20
300ETF,2512,3.6,-0.0265,-0.0133,187,2025-06-20
300ETF,2509,3.716,-0.0143,-0.014,96,2025-06-20
科创板50ETF,2507,1.2,-0.0021,-0.0237,33,2025-06-20
科创50ETF,2506,1.05,-0.0004,-0.029,5,2025-06-20
300ETF,2509,3.423,-0.0145,-0.0142,96,2025-06-20
300ETF,2509,4.107,-0.0109,-0.0107,96,2025-06-20
科创50ETF,2512,1.05,-0.0234,-0.0454,187,2025-06-20
50ETF,2507,2.75,0.0025,0.0101,33,2025-06-20
科创50ETF,2507,0.8,-0.0026,-0.0286,33,2025-06-20
科创50ETF,2509,0.75,-0.0161,-0.0608,96,2025-06-20
50ETF,2507,2.6,0.0016,0.0064,33,2025-06-20
科创板50ETF,2512,0.85,-0.0238,-0.0473,187,2025-06-20
300ETF,2509,4.2,-0.0097,-0.0095,96,2025-06-20
500ETF,2506,5.411,0.0076,0.0977,5,2025-06-20
科创板50ETF,2509,0.85,-0.0164,-0.0635,96,2025-06-20
科创板50ETF,2509,1.0,-0.0157,-0.0608,96,2025-06-20
科创板50ETF,2507,1.15,-0.0041,-0.0462,33,2025-06-20
50ETF,2509,2.95,0.008,0.0111,96,2025-06-20
50ETF,2509,2.5,0.0055,0.0076,96,2025-06-20
科创板50ETF,2512,0.8,-0.023,-0.0457,187,2025-06-20
科创板50ETF,2509,0.75,-0.0173,-0.067,96,2025-06-20
300ETF,2512,4.3,-0.0143,-0.0072,187,2025-06-20
300ETF,2509,4.1,-0.0109,-0.0107,96,2025-06-20
科创板50ETF,2509,0.8,-0.0165,-0.0639,96,2025-06-20
500ETF,2509,6.5,-0.099,-0.0663,96,2025-06-20
300ETF,2506,3.52,-0.0002,-0.0038,5,2025-06-20
50ETF,2509,2.35,0.0044,0.0061,96,2025-06-20
500ETF,2509,4.7,-0.118,-0.079,96,2025-06-20
500ETF,2512,5.5,-0.2011,-0.0691,187,2025-06-20
科创50ETF,2509,0.9,-0.0137,-0.0518,96,2025-06-20
科创50ETF,2506,1.3,0.0012,0.0871,5,2025-06-20
500ETF,2506,4.9,0.0096,0.1234,5,2025-06-20
500ETF,2506,6.886,0.0136,0.1748,5,2025-06-20
50ETF,2509,2.8,0.0066,0.0091,96,2025-06-20
500ETF,2506,4.919,0.0101,0.1298,5,2025-06-20
500ETF,2507,6.5,-0.0234,-0.0456,33,2025-06-20
50ETF,2506,2.8,-0.0009,-0.0239,5,2025-06-20
50ETF,2506,2.65,0.0,0.0,5,2025-06-20
300ETF,2507,3.814,-0.0017,-0.0048,33,2025-06-20
300ETF,2507,3.5,-0.0026,-0.0074,33,2025-06-20
300ETF,2512,3.716,-0.0251,-0.0126,187,2025-06-20
300ETF,2509,3.6,-0.0144,-0.0141,96,2025-06-20
500ETF,2506,6.149,0.0106,0.1363,5,2025-06-20
500ETF,2506,5.5,-0.0018,-0.0231,5,2025-06-20
300ETF,2507,3.7,-0.0028,-0.008,33,2025-06-20
50ETF,2506,2.7,-0.0007,-0.0186,5,2025-06-20
500ETF,2506,6.75,0.0125,0.1607,5,2025-06-20
300ETF,2509,3.7,-0.0142,-0.0139,96,2025-06-20
500ETF,2507,6.0,-0.0289,-0.0563,33,2025-06-20
300ETF,2512,3.8,-0.0241,-0.0121,187,2025-06-20
科创50ETF,2512,1.0,-0.0264,-0.0512,187,2025-06-20
500ETF,2506,5.903,-0.0011,-0.0141,5,2025-06-20
科创50ETF,2509,1.1,-0.0143,-0.054,96,2025-06-20
300ETF,2507,3.8,-0.0027,-0.0077,33,2025-06-20
50ETF,2507,2.8,0.0023,0.0093,33,2025-06-20
50ETF,2507,2.65,0.002,0.008,33,2025-06-20
300ETF,2507,3.6,-0.002,-0.0057,33,2025-06-20
300ETF,2506,4.2,0.0033,0.0621,5,2025-06-20
科创50ETF,2507,1.0,-0.0034,-0.0374,33,2025-06-20
500ETF,2512,5.25,-0.2073,-0.0712,187,2025-06-20
300ETF,2506,4.498,0.0021,0.0395,5,2025-06-20
500ETF,2512,5.75,-0.2093,-0.0719,187,2025-06-20
科创板50ETF,2506,1.35,0.0016,0.1189,5,2025-06-20
300ETF,2509,4.009,-0.0119,-0.0117,96,2025-06-20
300ETF,2506,3.227,0.0032,0.0602,5,2025-06-20
50ETF,2506,2.499,0.0008,0.0212,5,2025-06-20
50ETF,2506,2.35,0.0011,0.0292,5,2025-06-20
500ETF,2509,5.25,-0.1095,-0.0733,96,2025-06-20
300ETF,2506,3.9,0.0007,0.0132,5,2025-06-20
50ETF,2506,2.793,0.0,0.0,5,2025-06-20
300ETF,2512,3.7,-0.0255,-0.0128,187,2025-06-20
50ETF,2512,2.75,0.0193,0.0137,187,2025-06-20
科创50ETF,2507,1.15,-0.0017,-0.0187,33,2025-06-20
500ETF,2509,7.0,-0.0933,-0.0625,96,2025-06-20
300ETF,2507,3.52,-0.0016,-0.0046,33,2025-06-20
科创50ETF,2512,0.85,-0.0241,-0.0468,187,2025-06-20
300ETF,2506,3.423,0.0028,0.0527,5,2025-06-20
300ETF,2507,4.009,-0.0012,-0.0034,33,2025-06-20
50ETF,2506,2.891,0.0012,0.0319,5,2025-06-20
300ETF,2509,4.205,-0.01,-0.0098,96,2025-06-20
50ETF,2506,2.548,0.0008,0.0212,5,2025-06-20
科创50ETF,2507,1.25,-0.0012,-0.0132,33,2025-06-20
50ETF,2509,2.45,0.0046,0.0064,96,2025-06-20
500ETF,2506,4.7,0.0104,0.1337,5,2025-06-20
300ETF,2506,3.814,0.0012,0.0226,5,2025-06-20
科创50ETF,2509,0.85,-0.0152,-0.0574,96,2025-06-20
300ETF,2512,3.814,-0.0263,-0.0132,187,2025-06-20
科创板50ETF,2509,1.1,-0.0153,-0.0592,96,2025-06-20
科创板50ETF,2512,1.15,-0.0183,-0.0364,187,2025-06-20
科创50ETF,2506,1.4,0.0014,0.1016,5,2025-06-20
科创板50ETF,2509,1.35,-0.0131,-0.0507,96,2025-06-20
300ETF,2509,3.618,-0.014,-0.0137,96,2025-06-20
500ETF,2507,5.5,-0.0345,-0.0672,33,2025-06-20
科创50ETF,2512,0.9,-0.0226,-0.0438,187,2025-06-20
50ETF,2506,3.136,0.0013,0.0345,5,2025-06-20
500ETF,2506,5.75,0.0027,0.0347,5,2025-06-20
科创板50ETF,2506,0.85,0.0007,0.052,5,2025-06-20
500ETF,2512,6.0,-0.1975,-0.0679,187,2025-06-20
50ETF,2506,2.842,0.0012,0.0319,5,2025-06-20
科创50ETF,2506,0.95,-0.0004,-0.029,5,2025-06-20
科创板50ETF,2507,0.85,-0.0038,-0.0428,33,2025-06-20
300ETF,2509,3.8,-0.0143,-0.014,96,2025-06-20
科创板50ETF,2506,1.1,0.0016,0.1189,5,2025-06-20
50ETF,2506,3.234,0.0018,0.0478,5,2025-06-20
50ETF,2509,2.65,0.005,0.0069,96,2025-06-20
300ETF,2509,3.325,-0.014,-0.0137,96,2025-06-20
50ETF,2512,2.55,0.0213,0.0151,187,2025-06-20
50ETF,2512,2.95,0.021,0.0149,187,2025-06-20
科创50ETF,2507,0.85,-0.0023,-0.0253,33,2025-06-20
科创50ETF,2512,0.95,-0.0223,-0.0433,187,2025-06-20
50ETF,2506,2.9,0.0011,0.0292,5,2025-06-20
500ETF,2509,5.0,-0.1108,-0.0742,96,2025-06-20
500ETF,2509,5.75,-0.1176,-0.0787,96,2025-06-20
50ETF,2506,2.744,-0.0013,-0.0345,5,2025-06-20
科创板50ETF,2507,1.05,-0.0031,-0.0349,33,2025-06-20
300ETF,2507,4.303,0.001,0.0029,33,2025-06-20
300ETF,2507,3.912,-0.0038,-0.0108,33,2025-06-20
50ETF,2506,3.038,0.0014,0.0372,5,2025-06-20
50ETF,2506,2.6,-0.0003,-0.008,5,2025-06-20
科创板50ETF,2512,1.25,-0.0166,-0.033,187,2025-06-20
50ETF,2509,2.7,0.0054,0.0075,96,2025-06-20
500ETF,2506,4.8,0.0101,0.1298,5,2025-06-20
科创50ETF,2512,1.2,-0.0197,-0.0382,187,2025-06-20
300ETF,2512,3.5,-0.0315,-0.01579058,188,2025-06-19
科创50ETF,2509,0.85,-0.0174,-0.064697853,97,2025-06-19
科创板50ETF,2512,1.0,-0.0248,-0.048733741,188,2025-06-19
300ETF,2506,3.423,0.0043,0.067540236,6,2025-06-19
300ETF,2506,4.0,0.0013,0.020419141,6,2025-06-19
300ETF,2506,3.912,0.0004,0.006282813,6,2025-06-19
500ETF,2506,6.394,0.0033,0.03510843,6,2025-06-19
科创50ETF,2507,0.85,-0.0047,-0.049857591,34,2025-06-19
科创板50ETF,2509,1.3,-0.0145,-0.05522455,97,2025-06-19
300ETF,2509,3.6,-0.0132,-0.01282471,97,2025-06-19
300ETF,2509,3.618,-0.0129,-0.01253324,97,2025-06-19
300ETF,2509,4.1,-0.0099,-0.009618533,97,2025-06-19
500ETF,2512,5.75,-0.226,-0.076736026,188,2025-06-19
科创板50ETF,2509,0.95,-0.0169,-0.064365165,97,2025-06-19
500ETF,2506,5.165,0.0008,0.008511134,6,2025-06-19
300ETF,2506,3.9,-0.0001,-0.001570703,6,2025-06-19
300ETF,2507,3.5,-0.0009,-0.002494646,34,2025-06-19
50ETF,2506,2.646,0.0027,0.060098793,6,2025-06-19
300ETF,2507,3.6,-0.0039,-0.010810134,34,2025-06-19
科创板50ETF,2506,0.85,-0.0005,-0.0307861,6,2025-06-19
科创50ETF,2506,1.2,0.0009,0.054100791,6,2025-06-19
300ETF,2509,4.205,-0.0079,-0.007675395,97,2025-06-19
300ETF,2506,4.3,0.0052,0.081676564,6,2025-06-19
科创50ETF,2506,1.15,0.0006,0.036067194,6,2025-06-19
300ETF,2509,4.401,-0.0052,-0.005052159,97,2025-06-19
科创50ETF,2512,1.2,-0.0217,-0.04163075,188,2025-06-19
科创板50ETF,2507,1.25,-0.0049,-0.053241843,34,2025-06-19
500ETF,2507,6.75,-0.0311,-0.058388885,34,2025-06-19
科创板50ETF,2506,1.0,-0.0023,-0.141616059,6,2025-06-19
科创50ETF,2506,0.75,0.0001,0.006011199,6,2025-06-19
300ETF,2506,3.814,-0.0006,-0.009424219,6,2025-06-19
50ETF,2509,2.45,0.0093,0.012804554,97,2025-06-19
50ETF,2512,2.75,0.0212,0.015060218,188,2025-06-19
50ETF,2506,2.85,0.0021,0.046743505,6,2025-06-19
50ETF,2512,2.5,0.0209,0.014847101,188,2025-06-19
